route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
B0011,FULLW, TB0011086,,0,,SB00110
B0011,FULLW, TB0011087,,0,,SB00110
B0011,FULLW, TB0011088,,0,,SB00110
B0011,FULLW, TB0011089,,0,,SB00110
B0011,FULLW, TB0011090,,0,,SB00110
B0011,FULLW, TB0011091,,0,,SB00110
B0011,FULLW, TB0011092,,0,,SB00110
B0011,FULLW, TB0011093,,0,,SB00110
B0011,FULLW, TB0011094,,0,,SB00110
B0011,FULLW, TB0011095,,0,,SB00110
B0011,FULLW, TB0011096,,0,,SB00110
B0011,FULLW, TB0011097,,0,,SB00110
B0011,FULLW, TB0011098,,0,,SB00110
B0011,FULLW, TB0011099,,0,,SB00110
B0011,FULLW, TB00110100,,0,,SB00110
B0011,FULLW, TB00110101,,0,,SB00110
B0011,FULLW, TB00110102,,0,,SB00110
B0011,FULLW, TB00110103,,0,,SB00110
B0011,FULLW, TB00110104,,0,,SB00110
B0011,FULLW, TB00110105,,0,,SB00110
B0011,FULLW, TB00110106,,0,,SB00110
B0011,FULLW, TB00110107,,0,,SB00110
B0011,FULLW, TB001111,,0,,SB00111
B0011,FULLW, TB001112,,0,,SB00111
B0011,FULLW, TB001113,,0,,SB00111
B0011,FULLW, TB001114,,0,,SB00111
B0011,FULLW, TB001115,,0,,SB00111
B0011,FULLW, TB001116,,0,,SB00111
B0011,FULLW, TB001117,,0,,SB00111
B0011,FULLW, TB001118,,0,,SB00111
B0011,FULLW, TB001119,,0,,SB00111
B0011,FULLW, TB0011110,,0,,SB00111
B0011,FULLW, TB0011111,,0,,SB00111
B0011,FULLW, TB0011112,,0,,SB00111
B0011,FULLW, TB0011113,,0,,SB00111
B0011,FULLW, TB0011114,,0,,SB00111
B0011,FULLW, TB0011115,,0,,SB00111
B0011,FULLW, TB0011116,,0,,SB00111
B0011,FULLW, TB0011117,,0,,SB00111
B0011,FULLW, TB0011118,,0,,SB00111
B0011,FULLW, TB0011119,,0,,SB00111
B0011,FULLW, TB0011120,,0,,SB00111
B0011,FULLW, TB0011121,,0,,SB00111
B0011,FULLW, TB0011122,,0,,SB00111
B0011,FULLW, TB0011123,,0,,SB00111
B0011,FULLW, TB0011124,,0,,SB00111
B0011,FULLW, TB0011125,,0,,SB00111
B0011,FULLW, TB0011126,,0,,SB00111
B0011,FULLW, TB0011127,,0,,SB00111
B0011,FULLW, TB0011128,,0,,SB00111
B0011,FULLW, TB0011129,,0,,SB00111
B0011,FULLW, TB0011130,,0,,SB00111
