shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
SB00020,13.7559692393482,100.4869264503117,3,
SB00020,13.75653828331327,100.4886596560048,4,
SB00020,13.75247484105556,100.4877796158359,5,
SB00020,13.74850652949846,100.4882661439701,6,
SB00020,13.74625473042188,100.4898566720469,7,
SB00020,13.74384052373779,100.4911343494036,8,
SB00020,13.74157169199293,100.4932424998433,9,
SB00020,13.73954206406129,100.497495220256,10,
SB00020,13.73877268923778,100.5022725076884,11,
SB00020,13.73846998481706,100.5041727795399,12,
SB00020,13.73686325686226,100.5077220359902,13,
SB00020,13.73459111168157,100.5105358237285,14,
SB00020,13.73144580357207,100.5119063151353,15,
SB00020,13.72843526277168,100.5131896670709,16,
SB00020,13.72580941511801,100.5130994451813,17,
SB00020,13.72330435266876,100.5134998065581,18,
SB00020,13.71886430279525,100.5127065777368,19,
SB00021,13.76355055623734,100.4940385081539,19,
SB00021,13.76044353383869,100.4900468751094,18,
SB00021,13.7559692393482,100.4869264503117,17,
SB00021,13.75653828331327,100.4886596560048,16,
SB00021,13.75247484105556,100.4877796158359,15,
SB00021,13.74850652949846,100.4882661439701,14,
SB00021,13.74625473042188,100.4898566720469,13,
SB00021,13.74384052373779,100.4911343494036,12,
SB00021,13.74157169199293,100.4932424998433,11,
SB00021,13.73954206406129,100.497495220256,10,
SB00021,13.73877268923778,100.5022725076884,9,
SB00021,13.73846998481706,100.5041727795399,8,
SB00021,13.73686325686226,100.5077220359902,7,
SB00021,13.73459111168157,100.5105358237285,6,
SB00021,13.73144580357207,100.5119063151353,5,
SB00021,13.72843526277168,100.5131896670709,4,
SB00021,13.72580941511801,100.5130994451813,3,
SB00021,13.72330435266876,100.5134998065581,2,
SB00021,13.71886430279525,100.5127065777368,1,
SB00030,13.9153378473871,100.4946370034163,1,
SB00030,13.91506875363509,100.493136498834,2,
SB00030,13.91348433615104,100.4914400961176,3,
SB00030,13.91197621660493,100.491392803673,4,
SB00030,13.91061116775838,100.4918414127207,5,
SB00030,13.9091840033562,100.4914813606924,6,
SB00030,13.90689397375325,100.4912095999916,7,
SB00030,13.90574411721721,100.4910499021418,8,
SB00030,13.90525406897916,100.4913222013365,9,
SB00030,13.9030066045143,100.4905785297805,10,
SB00030,13.90042955178837,100.4894080755274,11,
SB00030,13.89767481855766,100.4905876449878,12,
SB00030,13.89394098939794,100.4904955622988,13,
SB00030,13.88910303916481,100.4882546599185,14,
SB00030,13.88303248047621,100.4845107931941,15,
SB00030,13.8824871513656,100.4825502057036,16,
SB00030,13.87758182217645,100.4785046995445,17,
SB00030,13.87442621364355,100.4767060651304,18,
SB00030,13.87109657217282,100.4763642618538,19,
SB00030,13.86408406279919,100.4774289606967,20,
SB00030,13.85711789683712,100.4783931171915,21,
SB00030,13.85334058471698,100.4807864374321,22,
SB00030,13.8503486704647,100.4850786869089,23,
SB00030,13.84838404874122,100.4881672307242,24,
SB00030,13.84573658337567,100.4896782570335,25,
SB00030,13.84208718525498,100.4911004366717,26,
SB00030,13.83968588652649,100.4913159067803,27,
SB00030,13.83424437313961,100.4943169164181,28,
SB00030,13.82690377193655,100.4993399015584,29,
SB00030,13.82132767450583,100.501411184733,30,
SB00030,13.81744179130762,100.5044602188066,31,
SB00030,13.81508941636379,100.5103103785937,32,
SB00030,13.81290712058624,100.5134997359235,33,
SB00030,13.81177438928934,100.5158345866398,34,
SB00030,13.80934854053078,100.5172175155448,35,
SB00030,13.80470157013716,100.5175601380431,36,
SB00030,13.79669545942444,100.5151445695729,37,
SB00030,13.7879210977593,100.5069958387678,38,
SB00030,13.78166500817317,100.5010447728711,39,
SB00030,13.77193687101043,100.5001916507084,40,
SB00030,13.76676518978449,100.4956472703863,41,
SB00030,13.76452371498571,100.4930188807179,42,
SB00030,13.76295240379512,100.4906543883365,43,
SB00030,13.75597262566692,100.4869696376027,44,
SB00030,13.75240050061984,100.4882751927849,45,
SB00030,13.74796889143414,100.4885674498201,46,
SB00030,13.74608745881751,100.4892748602856,47,
SB00030,13.743730355386,100.4911078132432,48,
SB00030,13.74095586593776,100.4941269935387,49,
SB00030,13.73978229418536,100.4966683817995,50,
SB00030,13.73877818951775,100.5005375206219,51,
SB00030,13.73854474349943,100.5042325041333,52,
SB00030,13.73592484389111,100.5089856615599,53,
SB00030,13.73455032019731,100.5105705549079,54,
SB00030,13.73147262133111,100.5119682211279,55,
SB00030,13.72843487454782,100.5131647535294,56,
SB00030,13.72314978870737,100.5130396021873,57,
SB00030,13.71893655124388,100.5127304811426,58,
SB00031,13.9153378473871,100.4946370034163,58,
SB00031,13.91506875363509,100.493136498834,57,
SB00031,13.91348433615104,100.4914400961176,56,
SB00031,13.91197621660493,100.491392803673,55,
SB00031,13.91061116775838,100.4918414127207,54,
SB00031,13.9091840033562,100.4914813606924,53,
SB00031,13.90689397375325,100.4912095999916,52,
SB00031,13.90574411721721,100.4910499021418,51,
SB00031,13.90525406897916,100.4913222013365,50,
SB00031,13.9030066045143,100.4905785297805,49,
SB00031,13.90042955178837,100.4894080755274,48,
SB00031,13.89767481855766,100.4905876449878,47,
SB00031,13.89394098939794,100.4904955622988,46,
SB00031,13.88910303916481,100.4882546599185,45,
SB00031,13.88303248047621,100.4845107931941,44,
SB00031,13.8824871513656,100.4825502057036,43,
SB00031,13.87758182217645,100.4785046995445,42,
SB00031,13.87442621364355,100.4767060651304,41,
SB00031,13.87109657217282,100.4763642618538,40,
SB00031,13.86408406279919,100.4774289606967,39,
SB00031,13.85711789683712,100.4783931171915,38,
SB00031,13.85334058471698,100.4807864374321,37,
SB00031,13.8503486704647,100.4850786869089,36,
SB00031,13.84838404874122,100.4881672307242,35,
SB00031,13.84573658337567,100.4896782570335,34,
SB00031,13.84208718525498,100.4911004366717,33,
SB00031,13.83968588652649,100.4913159067803,32,
SB00031,13.83424437313961,100.4943169164181,31,
SB00031,13.82690377193655,100.4993399015584,30,
SB00031,13.82132767450583,100.501411184733,29,
SB00031,13.81744179130762,100.5044602188066,28,
SB00031,13.81508941636379,100.5103103785937,27,
SB00031,13.81290712058624,100.5134997359235,26,
SB00031,13.81177438928934,100.5158345866398,25,
SB00031,13.80934854053078,100.5172175155448,24,
SB00031,13.80470157013716,100.5175601380431,23,
SB00031,13.79669545942444,100.5151445695729,22,
SB00031,13.7879210977593,100.5069958387678,21,
SB00031,13.78166500817317,100.5010447728711,20,
SB00031,13.77193687101043,100.5001916507084,19,
SB00031,13.76676518978449,100.4956472703863,18,
SB00031,13.76452371498571,100.4930188807179,17,
SB00031,13.76295240379512,100.4906543883365,16,
SB00031,13.75597262566692,100.4869696376027,15,
SB00031,13.75240050061984,100.4882751927849,14,
SB00031,13.74796889143414,100.4885674498201,13,
SB00031,13.74608745881751,100.4892748602856,12,
SB00031,13.743730355386,100.4911078132432,11,
SB00031,13.74095586593776,100.4941269935387,10,
SB00031,13.73978229418536,100.4966683817995,9,
SB00031,13.73877818951775,100.5005375206219,8,
SB00031,13.73854474349943,100.5042325041333,7,
SB00031,13.73592484389111,100.5089856615599,6,
SB00031,13.73455032019731,100.5105705549079,5,
SB00031,13.73147262133111,100.5119682211279,4,
SB00031,13.72843487454782,100.5131647535294,3,
SB00031,13.72314978870737,100.5130396021873,2,
SB00031,13.71893655124388,100.5127304811426,1,
SB00040,13.84206542354928,100.4911335017101,1,
SB00040,13.83999705125584,100.491224620258,2,
SB00040,13.83450471929676,100.4933745873549,3,
SB00040,13.83222472039773,100.493781901575,4,
SB00040,13.82970433271355,100.4967270615471,5,
SB00040,13.82647331550209,100.4991545197836,6,
SB00040,13.82243860159312,100.5007137430626,7,
SB00040,13.81926861146708,100.5024810488628,8,
SB00040,13.816587703304,100.5056908417355,9,
SB00040,13.81407444626665,100.5118269774953,10,
SB00040,13.81305062877318,100.5135612250803,11,
SB00040,13.81172526655399,100.5162054660132,12,
SB00040,13.80631067580795,100.5177762986693,13,
SB00040,13.7988192695661,100.5170527572702,14,
SB00040,13.79404792492962,100.5137188185421,15,
SB00040,13.78921380961108,100.5092091674259,16,
SB00040,13.78748209412875,100.5080676726032,17,
SB00040,13.78176648696473,100.5010871976846,18,
SB00040,13.77194127890446,100.5001545477438,19,
SB00040,13.76363772655859,100.4940387883364,20,
SB00040,13.76291244415402,100.4905033687634,21,
SB00040,13.75604027205509,100.4869692301246,22,
SB00040,13.75250016232196,100.4882594039485,23,
SB00040,13.75027563626912,100.4884266042952,24,
SB00040,13.74786383172939,100.4888523685697,25,
SB00040,13.74631099118197,100.4898617993999,26,
SB00040,13.7451499196672,100.4900161857808,27,
SB00040,13.74096311028952,100.4940578215377,28,
SB00040,13.73971340058595,100.4983949607093,29,
SB00040,13.73889381675022,100.5003613521579,30,
SB00040,13.73855981616416,100.5028077551909,31,
SB00040,13.73856941966097,100.5042534172161,32,
SB00040,13.7359438948838,100.5089744190173,33,
SB00040,13.73457883267311,100.5105608130114,34,
SB00040,13.73253595240285,100.5118649038353,35,
SB00040,13.72877743858697,100.5130478383495,36,
SB00040,13.72848428830033,100.5132591287016,37,
SB00040,13.72805196683496,100.5131860385242,38,
SB00040,13.72573996869665,100.5132097842607,39,
SB00040,13.72333718239467,100.5135035796333,40,
SB00040,13.72189356509873,100.5130001295676,41,
SB00040,13.71892945365723,100.5127671433985,42,
SB00040,13.71432989206792,100.5101447838705,43,
SB00040,13.70927419043104,100.5066944116807,44,
SB00040,13.70794001259288,100.5048555107948,45,
SB00040,13.70656053671386,100.5038157993873,46,
SB00041,13.84206542354928,100.4911335017101,46,
SB00041,13.83999705125584,100.491224620258,45,
SB00041,13.83450471929676,100.4933745873549,44,
SB00041,13.83222472039773,100.493781901575,43,
SB00041,13.82970433271355,100.4967270615471,42,
SB00041,13.82647331550209,100.4991545197836,41,
SB00041,13.82243860159312,100.5007137430626,40,
SB00041,13.81926861146708,100.5024810488628,39,
SB00041,13.816587703304,100.5056908417355,38,
SB00041,13.81407444626665,100.5118269774953,37,
SB00041,13.81305062877318,100.5135612250803,36,
SB00041,13.81172526655399,100.5162054660132,35,
SB00041,13.80629040018702,100.5177780101522,34,
SB00041,13.7988192695661,100.5170527572702,33,
SB00041,13.79404792492962,100.5137188185421,32,
SB00041,13.78921380961108,100.5092091674259,31,
SB00041,13.78748209412875,100.5080676726032,30,
SB00041,13.78176648696473,100.5010871976846,29,
SB00041,13.77194127890446,100.5001545477438,28,
SB00041,13.76363772655859,100.4940387883364,27,
SB00041,13.76291244415402,100.4905033687634,26,
SB00041,13.75604027205509,100.4869692301246,25,
SB00041,13.75250016232196,100.4882594039485,24,
SB00041,13.75027563626912,100.4884266042952,23,
SB00041,13.74786383172939,100.4888523685697,22,
SB00041,13.74631099118197,100.4898617993999,21,
SB00041,13.7451499196672,100.4900161857808,20,
SB00041,13.74096311028952,100.4940578215377,19,
SB00041,13.73971340058595,100.4983949607093,18,
SB00041,13.73889381675022,100.5003613521579,17,
SB00041,13.73855981616416,100.5028077551909,16,
SB00041,13.73856941966097,100.5042534172161,15,
SB00041,13.7359438948838,100.5089744190173,14,
SB00041,13.73457883267311,100.5105608130114,13,
SB00041,13.73253595240285,100.5118649038353,12,
SB00041,13.72877743858697,100.5130478383495,11,
SB00041,13.72848428830033,100.5132591287016,10,
SB00041,13.72805196683496,100.5131860385242,9,
SB00041,13.72573996869665,100.5132097842607,8,
SB00041,13.72333718239467,100.5135035796333,7,
SB00041,13.72189356509873,100.5130001295676,6,
SB00041,13.71892945365723,100.5127671433985,5,
SB00041,13.71432989206792,100.5101447838705,4,
SB00041,13.70927419043104,100.5066944116807,3,
SB00041,13.70794001259288,100.5048555107948,2,
SB00041,13.70656053671386,100.5038157993873,1,
SB00050,13.84207795960008,100.4911113858862,1,
SB00050,13.83994622520405,100.4914301062285,2,
SB00050,13.83423079529583,100.4943736273168,3,
SB00050,13.83286164151835,100.4963531181981,4,
SB00050,13.82855848889574,100.4966452961443,5,
SB00050,13.82796645755683,100.4980542433698,6,
SB00050,13.82447934089942,100.4988018645313,7,
SB00050,13.82368329321334,100.4999316929303,8,
SB00050,13.82295997304279,100.5011088020929,9,
SB00050,13.82231816411578,100.5020197061635,10,
SB00050,13.82202520805431,100.5021564549403,11,
SB00050,13.82096744676553,100.5022751733145,12,
SB00050,13.81965235177595,100.5027693812061,13,
SB00050,13.81857276902654,100.5036040010198,14,
SB00050,13.8181571925335,100.5042826035697,15,
SB00050,13.81791410017613,100.5049859733963,16,
SB00050,13.81766507093702,100.505518641027,17,
SB00050,13.81211872642286,100.5174053527983,18,
SB00050,13.80913380909973,100.5179598623444,19,
SB00050,13.80640894878806,100.5179456927899,20,
SB00050,13.79880611883831,100.5170090160991,21,
SB00050,13.79417013170409,100.5137238717358,22,
SB00050,13.79114994751598,100.5116110501533,23,
SB00050,13.78880663925351,100.5094953991352,24,
SB00050,13.78753497737138,100.5080707392859,25,
SB00050,13.78572185129323,100.5058915033436,26,
SB00050,13.78070003571919,100.5031115099887,27,
SB00050,13.77218072622541,100.5001025810754,28,
SB00050,13.77015665174072,100.4985099413925,29,
SB00050,13.76761544720903,100.4974799433847,30,
SB00050,13.76599500710956,100.4957152799263,31,
SB00050,13.76357181972315,100.4940312456339,32,
SB00050,13.76044531220686,100.4899526859906,33,
SB00050,13.75666358725992,100.4886674841621,34,
SB00050,13.75503621074,100.4880842800315,35,
SB00050,13.75245103272576,100.4881980784741,36,
SB00050,13.74895267093991,100.4885463121134,37,
SB00050,13.7463441750526,100.4898208973431,38,
SB00050,13.74388502261673,100.4912670265323,39,
SB00050,13.74161409815341,100.4939745738533,40,
SB00050,13.74113124895211,100.4942750625391,41,
SB00050,13.73987726013669,100.4968559775892,42,
SB00050,13.73970849904419,100.4983984904237,43,
SB00050,13.73914625969896,100.4996885752917,44,
SB00050,13.73834562049506,100.5033741661068,45,
SB00050,13.73854269442106,100.5042267708931,46,
SB00050,13.73806595075256,100.505078090155,47,
SB00050,13.73591517126963,100.508944043124,48,
SB00050,13.73434192212403,100.5107333698235,49,
SB00050,13.73250072545355,100.5118818019256,50,
SB00050,13.73055583138014,100.5124948122554,51,
SB00050,13.72877030472346,100.513062745587,52,
SB00050,13.72853928714125,100.5132922237333,53,
SB00050,13.72807795363273,100.5131455179423,54,
SB00050,13.72605275257911,100.5135397496805,55,
SB00050,13.72476435986423,100.5133270155394,56,
SB00050,13.72331396845592,100.5135459621372,57,
SB00050,13.72191342130619,100.5130533137576,58,
SB00050,13.71892000761302,100.5127678372948,59,
SB00050,13.71475610990411,100.5093977452731,60,
SB00050,13.71266033056727,100.5071765862645,61,
SB00050,13.70922759901171,100.506618331789,62,
SB00050,13.70802072466115,100.5048107037474,63,
SB00050,13.7065280585516,100.5038596735545,64,
SB00051,13.84207795960008,100.4911113858862,64,
SB00051,13.83994622520405,100.4914301062285,63,
SB00051,13.83423079529583,100.4943736273168,62,
SB00051,13.83286164151835,100.4963531181981,61,
SB00051,13.82855848889574,100.4966452961443,60,
SB00051,13.82796645755683,100.4980542433698,59,
SB00051,13.82447934089942,100.4988018645313,58,
SB00051,13.82368329321334,100.4999316929303,57,
SB00051,13.82295997304279,100.5011088020929,56,
SB00051,13.82231816411578,100.5020197061635,55,
SB00051,13.82202520805431,100.5021564549403,54,
SB00051,13.82096744676553,100.5022751733145,53,
SB00051,13.81965235177595,100.5027693812061,52,
SB00051,13.81857276902654,100.5036040010198,51,
SB00051,13.8181571925335,100.5042826035697,50,
SB00051,13.81791410017613,100.5049859733963,49,
SB00051,13.81766507093702,100.505518641027,48,
SB00051,13.81211872642286,100.5174053527983,47,
SB00051,13.80913380909973,100.5179598623444,46,
SB00051,13.80646003033519,100.5179465893376,45,
SB00051,13.79880611883831,100.5170090160991,44,
SB00051,13.79417013170409,100.5137238717358,43,
SB00051,13.79114994751598,100.5116110501533,42,
SB00051,13.78880663925351,100.5094953991352,41,
SB00051,13.78753497737138,100.5080707392859,40,
SB00051,13.78572185129323,100.5058915033436,39,
SB00051,13.78070003571919,100.5031115099887,38,
SB00051,13.77218072622541,100.5001025810754,37,
SB00051,13.77015665174072,100.4985099413925,36,
SB00051,13.76761544720903,100.4974799433847,35,
SB00051,13.76599500710956,100.4957152799263,34,
SB00051,13.76357181972315,100.4940312456339,33,
SB00051,13.76044531220686,100.4899526859906,32,
SB00051,13.75666358725992,100.4886674841621,31,
SB00051,13.75503621074,100.4880842800315,30,
SB00051,13.75245103272576,100.4881980784741,29,
SB00051,13.74895267093991,100.4885463121134,28,
SB00051,13.7463441750526,100.4898208973431,27,
SB00051,13.74388502261673,100.4912670265323,26,
SB00051,13.74161409815341,100.4939745738533,25,
SB00051,13.74113124895211,100.4942750625391,24,
SB00051,13.73987726013669,100.4968559775892,23,
SB00051,13.73970849904419,100.4983984904237,22,
SB00051,13.73914625969896,100.4996885752917,21,
SB00051,13.73834562049506,100.5033741661068,20,
SB00051,13.73854269442106,100.5042267708931,19,
SB00051,13.73806595075256,100.505078090155,18,
SB00051,13.73591517126963,100.508944043124,17,
SB00051,13.73434192212403,100.5107333698235,16,
SB00051,13.73250072545355,100.5118818019256,15,
SB00051,13.73055583138014,100.5124948122554,14,
SB00051,13.72877030472346,100.513062745587,13,
SB00051,13.72853928714125,100.5132922237333,12,
SB00051,13.72807795363273,100.5131455179423,11,
SB00051,13.72605275257911,100.5135397496805,10,
SB00051,13.72476435986423,100.5133270155394,9,
SB00051,13.72331396845592,100.5135459621372,8,
SB00051,13.72191342130619,100.5130533137576,7,
SB00051,13.71892000761302,100.5127678372948,6,
SB00051,13.71475610990411,100.5093977452731,5,
SB00051,13.71266033056727,100.5071765862645,4,
SB00051,13.70922759901171,100.506618331789,3,
SB00051,13.70802072466115,100.5048107037474,2,
SB00051,13.7065280585516,100.5038596735545,1,
SB00060,13.84205597235828,100.4911536982801,1,
SB00060,13.839998263318,100.4914171309767,2,
SB00060,13.83435506974646,100.4943873623624,3,
SB00060,13.82601344004137,100.5000122437722,4,
SB00060,13.82183120602446,100.5015994494347,5,
SB00060,13.8185589754653,100.5034925516288,6,
SB00060,13.81656579961496,100.5067154011398,7,
SB00060,13.81293152895193,100.5134971111386,8,
SB00060,13.81134358931843,100.5163123151888,9,
SB00060,13.80917938230523,100.5176856767122,10,
SB00060,13.80636747690983,100.5177447781348,11,
SB00060,13.79892224767561,100.5165011395104,12,
SB00060,13.79446689920421,100.5136967685797,13,
SB00060,13.78744310000879,100.5072482419752,14,
SB00060,13.78142609358638,100.5027248846153,15,
SB00060,13.77217471973145,100.5000884704396,16,
SB00060,13.76683513523616,100.495708014356,17,
SB00060,13.76299216628318,100.4907052707615,18,
SB00060,13.75598829422414,100.4869861388146,19,
SB00060,13.74959398922074,100.4877878996666,20,
SB00060,13.74542415762587,100.4895795334037,21,
SB00060,13.74158145875391,100.4932989939658,22,
SB00060,13.73973258159332,100.4967047144191,23,
SB00060,13.73901926792981,100.4998233140053,24,
SB00060,13.73848908451111,100.5042536227753,25,
SB00060,13.73570210609894,100.5090578993244,26,
SB00060,13.73413007507504,100.5107913090863,27,
SB00060,13.73147370504043,100.5121120659233,28,
SB00060,13.72842607209197,100.5130978379293,29,
SB00060,13.72338068900801,100.5130592906253,30,
SB00060,13.71890785878212,100.5127461446807,31,
SB00060,13.71191279672875,100.5082681628292,32,
SB00060,13.70687610887151,100.5022356252193,33,
SB00060,13.7005540719666,100.4929292420323,34,
SB00060,13.69779298807971,100.4906145911308,35,
SB00060,13.69615987528427,100.4902831078585,36,
SB00060,13.69428054868861,100.4906055431242,37,
SB00060,13.69129059606448,100.4926401440003,38,
SB00060,13.68502606445596,100.5004439712176,39,
SB00061,13.84205597235828,100.4911536982801,39,
SB00061,13.839998263318,100.4914171309767,38,
SB00061,13.83435506974646,100.4943873623624,37,
SB00061,13.82601344004137,100.5000122437722,36,
SB00061,13.82183120602446,100.5015994494347,35,
SB00061,13.8185589754653,100.5034925516288,34,
SB00061,13.81656579961496,100.5067154011398,33,
SB00061,13.81293152895193,100.5134971111386,32,
SB00061,13.81134358931843,100.5163123151888,31,
SB00061,13.80917938230523,100.5176856767122,30,
