stop_id,stop_name,stop_desc,stop_lat,stop_lon,stop_url
BS000262,ห้างคาร์ฟูร์สำโรง,,13.6399176781788,100.593196436555,
BS000261,แยกเทพารักษ์,,13.6444450382967,100.595087037807,
BS000260,เชิงสะพานสำโรง,,13.64599572517385,100.5956983195074,
BS000259,ตรงข้ามอิมพิเรียลสำโรง,,13.65017833958097,100.5974422533389,
BS000258,ตลาดสำโรง,,13.6512769377356,100.597841553795,
BS000257,ซอยสันติคาม,,13.655912916121,100.59978447702,
BS000256,ซอยแบริ่ง,,13.6584497763375,100.600884076247,
BS000255,BTS แบริ่ง,,13.6609617878849,100.601878106945,
BS000254,หมู่บ้านนภาลัย,,13.6648793280295,100.603447893312,
BS000253,หมู่บ้านนภาลัย,,13.6666965245257,100.604230182297,
BS000252,BTS บางนา,,13.6680062747753,100.604768804386,
BS000251,กรมอุตุนิยมวิทยา,,13.6690052060794,100.605192336887,
BS000250,ไบเทคบางนา,,13.6708276151151,100.605975758745,
BS000249,แยกบางนา,,13.6723822227325,100.606609473666,
BS000248,กรมศุลกากร,,13.71307856200027,100.5646671193416,
BS000247,โลตัสคลองเตย,,13.71815213,100.56694436,
BS000246,ซอยโชคดี,,13.71924101897199,100.5636593478154,
BS000245,ตลาดคลองเตย,,13.7196829668002,100.560675113456,
BS000244,ตลาดปีนัง,,13.7188252714926,100.557799596887,
BS000243,โรงเรียนนนทรีวิทยา,,13.7113089039559,100.551645864186,
BS000242,พระราม 3 ซอย 77,,13.71036389,100.55088294,
BS000241,วัดช่องลม,,13.70483817617303,100.5461175886305,
BS000240,แยกนราธิวาส,,13.7018686376003,100.542186584892,
BS000239,ห้างเซ็นทรัลพระราม 3,,13.6974921334014,100.538097010976,
BS000238,ธนาคารยูโอบีพระราม 3,,13.6959269851532,100.53641299589,
BS000237,ตึกปัจจะ,,13.6962665259938,100.53783770332,
BS000236,ห้างโลตัสพระราม3,,13.69789,100.540104,
BS000235,แยกนราธิวาส,,13.7013711057277,100.542393229899,
BS000234,ถนนเชื้อเพลิง,,13.70978118,100.55070033,
BS000233,ตรงข้าม โรงเรียนนนทรีวิทยา,,13.7110181067317,100.55208240602,
BS000232,ตรงข้ามซอยอมร,,13.7126623302088,100.553682851787,
BS000231,ชุมชนเชื้อเพลิง,,13.7138156612786,100.554862722967,
BS000230,สนามกีฬาการ,,13.7166680377767,100.559921996294,
BS000229,สนามบอล,,13.7161935681977,100.561036878586,
BS000228,หน้าเขต 4,,13.715126684916,100.563700173662,
BS000227,กรมศุลกากร,,13.71392491815428,100.5647746224938,
BS000226,คลองเตย,,13.70997019801542,100.5636162361937,
BS000225,แยกบางนา,,13.6725408170827,100.606367809625,
BS000224,กรมอุตุนิยมวิทยา,,13.6693333191305,100.605019562242,
BS000223,ป้ายรถประจำทางสถานี รถไฟฟ้า BTS บางนา,,13.66801835391331,100.6045095149058,
BS000222,หมู่บ้านนภาลัย,,13.6668236634227,100.604010470284,
BS000221,หมู่บ้านนภาลัย,,13.6643910429965,100.60300515795,
BS000220,ป้ายรถประจำทางสถานี รถไฟฟ้า BTS แบริ่ง,,13.66098625919805,100.6016318848239,
BS000219,ซอยแบริ่ง,,13.6585643060861,100.600624764638,
BS000218,ซอยสันติคาม,,13.6560877483053,100.599634055723,
BS000217,ตลาดสำโรง,,13.6517968422076,100.597849684379,
BS000216,อิมพิเรียลสำโรง,,13.64963813949401,100.5969255805287,
BS000215,ห้างบิ๊กซี ปู่เจ้า,,13.639788588833,100.5929523973964,
BS000214,ปั๊ม ปตท.สำโรง,,13.6374146687744,100.5919669302162,
BS000213,ฮิตาชิ,,13.6360069938892,100.591397668787,
